PLAYER,YEAR,POS,NO SHOES,WITH SHOES,REACH,WEIGHT,WINGSPAN,WING DIFF,SHUTTLE,3/4 SPRINT,STD VERT,MAX VERT,BENCH,BODY FAT %,HAND L,HAND W
Yante Maten,2018,BIG,79.25,80.50,106.5,246.2,84.50,5.25,3.13,3.17,27.0,31.5,,8.1%,9.25,10.00
Yemi Nicholson,2006,BIG,79.75,81.50,107.0,258.0,88.25,8.50,,3.65,26.5,26.0,8,17.2%,,
Yue Sun,2007,WING,79.75,80.75,105.0,212.0,81.00,1.25,,3.45,29.0,34.0,9,5.1%,,
Zabian Dowdell,2007,PG,73.00,75.00,100.0,191.0,82.00,9.00,,3.29,30.0,33.5,3,5.1%,,
Zach Collins,2017,BIG,82.25,84.00,111.0,232.2,85.00,2.75,,,,,,8.9%,8.75,9.25
Zach LaVine,2014,PG,76.50,77.75,100.0,180.9,80.25,3.75,2.80,3.19,33.5,41.5,,4.7%,8.25,8.75
Zach Marbury,2001,COMBO G,73.25,,96.5,183.0,75.50,2.25,,3.10,33.0,36.5,0,6.7%,,
Zach Norvell Jr.,2019,WING,76.50,77.50,101.0,206.4,78.00,1.50,3.34,3.43,24.0,30.0,-,7.5%,8.50,9.50
Zhaire Smith,2018,WING,74.75,76.00,100.0,198.6,81.75,7.00,3.15,3.05,33.0,41.5,,6.1%,8.75,8.25
Zhou Qi,2016,BIG,85.25,86.25,112.5,218.2,91.75,6.50,2.90,3.46,31.5,32.0,,4.9%,9.25,9.50
